median_income,housing_median_age,total_rooms,total_bedrooms,population,households,rooms_per_household,population_per_household,bedrooms_per_household,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
3.975,18.0,383.0,94.0,487.0,98.0,3.9081632653061225,4.969387755102041,0.9591836734693877,0.0,0.0,0.0,0.0,162500.0
5.3307,16.0,5609.0,952.0,2624.0,934.0,6.005353319057816,2.809421841541756,1.019271948608137,0.0,0.0,0.0,0.0,169600.0
4.4063,13.0,2962.0,546.0,252.0,103.0,28.75728155339806,2.4466019417475726,5.300970873786408,1.0,0.0,0.0,0.0,155800.0
3.6451,32.0,6365.0,1784.0,2767.0,1698.0,3.748527679623086,1.6295641931684335,1.050647820965842,0.0,0.0,0.0,0.0,383300.0
1.6037,44.0,1273.0,474.0,1754.0,460.0,2.767391304347826,3.8130434782608695,1.0304347826086957,0.0,0.0,0.0,0.0,275000.0
5.4449,16.0,1535.0,238.0,768.0,236.0,6.504237288135593,3.2542372881355934,1.0084745762711864,1.0,0.0,0.0,0.0,118500.0
3.6667,31.0,3064.0,575.0,1476.0,549.0,5.581056466302368,2.6885245901639343,1.04735883424408,0.0,0.0,0.0,1.0,175900.0
2.2393,16.0,2921.0,639.0,1838.0,540.0,5.409259259259259,3.403703703703704,1.1833333333333333,0.0,0.0,0.0,0.0,117000.0
4.6,7.0,77.0,12.0,64.0,15.0,5.133333333333334,4.266666666666667,0.8,1.0,0.0,0.0,0.0,187500.0
1.1728,27.0,1546.0,415.0,1704.0,395.0,3.9139240506329114,4.313924050632911,1.0506329113924051,1.0,0.0,0.0,0.0,41700.0
1.3444,32.0,1355.0,363.0,1427.0,384.0,3.5286458333333335,3.7161458333333335,0.9453125,1.0,0.0,0.0,0.0,45600.0
4.9932,18.0,6100.0,1018.0,3112.0,982.0,6.211812627291242,3.169042769857434,1.0366598778004072,0.0,0.0,0.0,0.0,284000.0
2.5461,34.0,1428.0,335.0,1272.0,319.0,4.476489028213166,3.987460815047022,1.0501567398119123,0.0,0.0,1.0,0.0,93900.0
2.131,38.0,1091.0,349.0,1786.0,340.0,3.208823529411765,5.252941176470588,1.026470588235294,0.0,0.0,0.0,0.0,136500.0
4.99,50.0,3374.0,598.0,1484.0,569.0,5.929701230228471,2.6080843585237257,1.0509666080843585,1.0,0.0,0.0,0.0,261600.0
3.6348,17.0,9044.0,1689.0,5030.0,1596.0,5.666666666666667,3.1516290726817044,1.0582706766917294,0.0,0.0,0.0,0.0,164500.0
6.9113,17.0,1452.0,188.0,630.0,194.0,7.484536082474227,3.247422680412371,0.9690721649484536,0.0,0.0,0.0,0.0,285200.0
4.4356,3.0,2029.0,336.0,1003.0,340.0,5.9676470588235295,2.95,0.9882352941176471,1.0,0.0,0.0,0.0,111300.0
5.6921,45.0,2170.0,401.0,1043.0,394.0,5.50761421319797,2.6472081218274113,1.017766497461929,0.0,0.0,0.0,0.0,269000.0
1.0313,20.0,463.0,180.0,486.0,190.0,2.4368421052631577,2.557894736842105,0.9473684210526315,1.0,0.0,0.0,0.0,85000.0
3.6563,17.0,838.0,161.0,388.0,142.0,5.901408450704225,2.732394366197183,1.1338028169014085,1.0,0.0,0.0,0.0,163500.0
1.6346,18.0,2105.0,416.0,974.0,385.0,5.467532467532467,2.52987012987013,1.0805194805194804,1.0,0.0,0.0,0.0,63300.0
1.9707,12.0,5829.0,1309.0,2711.0,1118.0,5.213774597495528,2.424865831842576,1.170840787119857,1.0,0.0,0.0,0.0,107900.0
3.5744,20.0,3098.0,571.0,1449.0,611.0,5.07037643207856,2.3715220949263505,0.9345335515548282,0.0,0.0,0.0,0.0,197800.0
6.9238,25.0,2366.0,417.0,1076.0,398.0,5.944723618090452,2.7035175879396984,1.0477386934673367,0.0,0.0,0.0,0.0,345900.0
2.4727,19.0,1988.0,594.0,1399.0,527.0,3.772296015180266,2.6546489563567364,1.127134724857685,0.0,0.0,0.0,0.0,175000.0
3.2321,20.0,2462.0,496.0,1117.0,458.0,5.3755458515283845,2.438864628820961,1.0829694323144106,1.0,0.0,0.0,0.0,162500.0
2.9484,15.0,4488.0,859.0,2114.0,805.0,5.575155279503106,2.626086956521739,1.067080745341615,1.0,0.0,0.0,0.0,124400.0
2.4286,25.0,1137.0,293.0,800.0,281.0,4.0462633451957295,2.8469750889679717,1.0427046263345197,0.0,0.0,0.0,0.0,233300.0
3.0788,44.0,1631.0,338.0,1197.0,355.0,4.594366197183098,3.371830985915493,0.952112676056338,0.0,0.0,0.0,0.0,100000.0
6.1395,3.0,7105.0,1459.0,3068.0,1241.0,5.72522159548751,2.4721998388396456,1.1756647864625303,0.0,0.0,0.0,0.0,358000.0
8.9257,19.0,3154.0,390.0,1404.0,384.0,8.213541666666666,3.65625,1.015625,0.0,0.0,0.0,0.0,431800.0
1.9643,41.0,2764.0,639.0,2122.0,600.0,4.6066666666666665,3.5366666666666666,1.065,1.0,0.0,0.0,0.0,74900.0
4.15,20.0,2706.0,477.0,1236.0,474.0,5.708860759493671,2.607594936708861,1.0063291139240507,1.0,0.0,0.0,0.0,322400.0
6.2583,37.0,1592.0,308.0,783.0,321.0,4.959501557632398,2.439252336448598,0.9595015576323987,0.0,0.0,0.0,0.0,386000.0
2.9167,43.0,1160.0,304.0,393.0,250.0,4.64,1.572,1.216,0.0,0.0,0.0,0.0,461100.0
4.5625,36.0,3908.0,732.0,1688.0,725.0,5.3903448275862065,2.3282758620689656,1.0096551724137932,1.0,0.0,0.0,0.0,376800.0
5.6254,35.0,2380.0,404.0,1212.0,422.0,5.639810426540285,2.8720379146919433,0.957345971563981,0.0,0.0,0.0,0.0,283800.0
9.6023,21.0,3787.0,492.0,1246.0,457.0,8.286652078774617,2.726477024070022,1.0765864332603938,0.0,0.0,0.0,0.0,391300.0
3.2632,52.0,2183.0,465.0,1129.0,460.0,4.745652173913044,2.4543478260869565,1.0108695652173914,0.0,0.0,1.0,0.0,227700.0
3.0536,36.0,1672.0,302.0,969.0,337.0,4.9614243323442135,2.8753709198813056,0.8961424332344213,1.0,0.0,0.0,0.0,73100.0
2.9632,44.0,1739.0,343.0,872.0,330.0,5.2696969696969695,2.6424242424242426,1.0393939393939393,0.0,0.0,0.0,1.0,286300.0
5.1626,40.0,3070.0,570.0,1264.0,506.0,6.067193675889328,2.4980237154150196,1.1264822134387351,0.0,0.0,0.0,0.0,432700.0
3.6528,16.0,2220.0,512.0,930.0,527.0,4.212523719165086,1.7647058823529411,0.9715370018975332,0.0,0.0,0.0,1.0,133200.0
3.4306,34.0,1715.0,290.0,780.0,297.0,5.774410774410774,2.6262626262626263,0.9764309764309764,1.0,0.0,0.0,0.0,74300.0
1.2375,35.0,2114.0,506.0,2050.0,474.0,4.459915611814346,4.324894514767933,1.0675105485232068,1.0,0.0,0.0,0.0,50000.0
2.5806,47.0,2815.0,679.0,1533.0,594.0,4.739057239057239,2.580808080808081,1.1430976430976432,0.0,0.0,0.0,0.0,234100.0
1.9,15.0,1362.0,255.0,378.0,202.0,6.742574257425742,1.8712871287128714,1.2623762376237624,0.0,0.0,0.0,0.0,162500.0
4.325,43.0,1237.0,243.0,776.0,246.0,5.028455284552845,3.154471544715447,0.9878048780487805,0.0,0.0,0.0,0.0,166000.0
1.4861,23.0,545.0,131.0,610.0,126.0,4.325396825396825,4.841269841269841,1.0396825396825398,0.0,0.0,0.0,0.0,95100.0
5.1228,17.0,6425.0,1268.0,3934.0,1238.0,5.189822294022617,3.1777059773828755,1.024232633279483,0.0,0.0,0.0,0.0,237600.0
4.2051,37.0,1328.0,273.0,1115.0,275.0,4.829090909090909,4.054545454545455,0.9927272727272727,0.0,0.0,0.0,0.0,164400.0
3.0,16.0,868.0,178.0,44.0,21.0,41.333333333333336,2.0952380952380953,8.476190476190476,1.0,0.0,0.0,0.0,175000.0
2.8542,52.0,906.0,165.0,257.0,166.0,5.457831325301205,1.5481927710843373,0.9939759036144579,1.0,0.0,0.0,0.0,139400.0
1.6036,39.0,751.0,207.0,1010.0,231.0,3.2510822510822512,4.372294372294372,0.8961038961038961,0.0,0.0,0.0,0.0,137500.0
1.9615,43.0,1165.0,317.0,1279.0,303.0,3.844884488448845,4.221122112211221,1.046204620462046,0.0,0.0,0.0,0.0,141700.0
1.5903,16.0,919.0,253.0,912.0,249.0,3.6907630522088355,3.6626506024096384,1.0160642570281124,0.0,0.0,0.0,0.0,165400.0
2.9243,35.0,1718.0,345.0,698.0,299.0,5.745819397993311,2.3344481605351173,1.1538461538461537,0.0,0.0,0.0,0.0,131600.0
3.4306,49.0,1295.0,276.0,765.0,265.0,4.886792452830188,2.8867924528301887,1.0415094339622641,0.0,0.0,0.0,0.0,130200.0
4.1375,26.0,3578.0,677.0,1504.0,618.0,5.789644012944984,2.4336569579288025,1.0954692556634305,0.0,0.0,0.0,1.0,395000.0
3.5893,26.0,1499.0,290.0,755.0,277.0,5.411552346570397,2.7256317689530687,1.0469314079422383,0.0,0.0,0.0,0.0,238500.0
2.6894,20.0,3375.0,867.0,4610.0,860.0,3.9244186046511627,5.3604651162790695,1.008139534883721,0.0,0.0,0.0,0.0,182200.0
2.875,35.0,1745.0,409.0,1143.0,386.0,4.520725388601036,2.961139896373057,1.0595854922279793,0.0,0.0,1.0,0.0,143800.0
1.3571,21.0,2066.0,748.0,2548.0,734.0,2.8147138964577656,3.4713896457765667,1.0190735694822888,1.0,0.0,0.0,0.0,55000.0
1.3927,30.0,3657.0,945.0,2925.0,899.0,4.067853170189099,3.253615127919911,1.0511679644048944,1.0,0.0,0.0,0.0,78300.0
3.875,27.0,836.0,132.0,303.0,133.0,6.285714285714286,2.2781954887218046,0.9924812030075187,1.0,0.0,0.0,0.0,127400.0
5.4122,52.0,2036.0,348.0,775.0,332.0,6.132530120481928,2.3343373493975905,1.0481927710843373,0.0,0.0,0.0,0.0,397500.0
2.81,43.0,1004.0,236.0,839.0,235.0,4.272340425531915,3.570212765957447,1.004255319148936,0.0,0.0,0.0,1.0,103400.0
3.6587,32.0,1149.0,187.0,499.0,208.0,5.524038461538462,2.3990384615384617,0.8990384615384616,0.0,0.0,0.0,0.0,154600.0
6.6719,26.0,2095.0,280.0,793.0,261.0,8.026819923371647,3.0383141762452106,1.0727969348659003,0.0,0.0,0.0,0.0,271700.0
2.1866,29.0,732.0,288.0,691.0,278.0,2.633093525179856,2.485611510791367,1.0359712230215827,0.0,0.0,0.0,0.0,250000.0
2.2208,15.0,3895.0,782.0,900.0,529.0,7.362948960302457,1.7013232514177694,1.4782608695652173,1.0,0.0,0.0,0.0,138300.0
2.3068,24.0,1535.0,276.0,664.0,273.0,5.622710622710622,2.432234432234432,1.010989010989011,1.0,0.0,0.0,0.0,97300.0
2.125,37.0,1149.0,280.0,1016.0,250.0,4.596,4.064,1.12,0.0,0.0,0.0,0.0,101900.0
3.102,11.0,1229.0,236.0,581.0,190.0,6.468421052631579,3.057894736842105,1.2421052631578948,0.0,0.0,0.0,0.0,111300.0
3.9,52.0,3481.0,751.0,1444.0,718.0,4.848189415041783,2.011142061281337,1.0459610027855153,0.0,0.0,1.0,0.0,275700.0
3.3393,15.0,1743.0,366.0,655.0,264.0,6.6022727272727275,2.481060606060606,1.3863636363636365,1.0,0.0,0.0,0.0,146900.0
4.3452,49.0,1467.0,259.0,688.0,260.0,5.642307692307693,2.646153846153846,0.9961538461538462,1.0,0.0,0.0,0.0,260100.0
5.9856,39.0,714.0,118.0,314.0,117.0,6.102564102564102,2.6837606837606836,1.0085470085470085,0.0,0.0,0.0,0.0,432100.0
3.2188,52.0,1595.0,325.0,823.0,302.0,5.281456953642384,2.725165562913907,1.076158940397351,0.0,0.0,0.0,0.0,124200.0
3.8935,27.0,2217.0,520.0,806.0,458.0,4.8406113537117905,1.759825327510917,1.1353711790393013,0.0,0.0,0.0,0.0,500001.0
6.2384,25.0,4240.0,643.0,1885.0,637.0,6.656200941915228,2.9591836734693877,1.0094191522762952,0.0,0.0,0.0,0.0,247600.0
4.7228,36.0,1181.0,220.0,775.0,218.0,5.41743119266055,3.555045871559633,1.0091743119266054,0.0,0.0,0.0,0.0,183800.0
3.7778,34.0,2571.0,499.0,1105.0,451.0,5.700665188470066,2.450110864745011,1.106430155210643,0.0,0.0,0.0,1.0,150000.0
4.1364,24.0,2237.0,491.0,264.0,95.0,23.54736842105263,2.778947368421053,5.168421052631579,1.0,0.0,0.0,0.0,154500.0
6.5764,17.0,1665.0,247.0,755.0,254.0,6.55511811023622,2.97244094488189,0.9724409448818898,0.0,0.0,0.0,0.0,349000.0
5.1896,14.0,2382.0,377.0,1278.0,386.0,6.170984455958549,3.3108808290155443,0.9766839378238342,1.0,0.0,0.0,0.0,101900.0
3.4453,37.0,1813.0,394.0,1100.0,375.0,4.834666666666666,2.933333333333333,1.0506666666666666,0.0,0.0,0.0,0.0,176700.0
6.5648,32.0,2832.0,393.0,1033.0,385.0,7.355844155844156,2.6831168831168832,1.0207792207792208,1.0,0.0,0.0,0.0,237200.0
1.1985,39.0,3014.0,822.0,3212.0,777.0,3.879021879021879,4.133848133848134,1.057915057915058,0.0,0.0,0.0,0.0,215000.0
2.0786,27.0,909.0,236.0,396.0,157.0,5.789808917197452,2.522292993630573,1.5031847133757963,0.0,0.0,1.0,0.0,97500.0
4.5329,46.0,1491.0,285.0,841.0,306.0,4.872549019607843,2.7483660130718954,0.9313725490196079,0.0,0.0,0.0,1.0,278800.0
