column_name,observed_value,frequency,percentage
longitude,-117.19,48,0.23255813953488372
longitude,-117.17,48,0.23255813953488372
longitude,-117.2,48,0.23255813953488372
longitude,-122.15,47,0.22771317829457363
longitude,-117.69,47,0.22771317829457363
longitude,-117.28,47,0.22771317829457363
longitude,-122.4,46,0.22286821705426357
longitude,-117.81,45,0.2180232558139535
longitude,-118.49,45,0.2180232558139535
longitude,-117.26,45,0.2180232558139535
longitude,-121.81,44,0.2131782945736434
longitude,-117.68,44,0.2131782945736434
longitude,-117.65,44,0.2131782945736434
longitude,-117.8,44,0.2131782945736434
longitude,-117.85,44,0.2131782945736434
longitude,-117.15,44,0.2131782945736434
longitude,-121.86,43,0.20833333333333334
longitude,-117.32,43,0.20833333333333334
longitude,-117.29,43,0.20833333333333334
longitude,-117.16,43,0.20833333333333334
longitude,-117.03,43,0.20833333333333334
longitude,-121.37,43,0.20833333333333334
longitude,-117.7,42,0.20348837209302326
longitude,-117.82,42,0.20348837209302326
longitude,-121.42,42,0.20348837209302326
longitude,-121.31,42,0.20348837209302326
longitude,-117.3,42,0.20348837209302326
longitude,-121.47,41,0.19864341085271317
longitude,-121.85,40,0.1937984496124031
longitude,-121.8,40,0.1937984496124031
longitude,-117.84,40,0.1937984496124031
longitude,-122.5,40,0.1937984496124031
longitude,-117.71,40,0.1937984496124031
longitude,-121.45,40,0.1937984496124031
longitude,-122.34,39,0.18895348837209303
longitude,-117.02,39,0.18895348837209303
longitude,-121.33,39,0.18895348837209303
longitude,-117.67,38,0.18410852713178294
longitude,-117.64,38,0.18410852713178294
longitude,-117.76,38,0.18410852713178294
longitude,-118.52,38,0.18410852713178294
longitude,-121.43,38,0.18410852713178294
longitude,-121.34,38,0.18410852713178294
longitude,-121.36,37,0.17926356589147285
longitude,-121.46,37,0.17926356589147285
longitude,-119.77,37,0.17926356589147285
longitude,-119.69,37,0.17926356589147285
longitude,-117.83,37,0.17926356589147285
longitude,-122.39,36,0.1744186046511628
longitude,-119.81,36,0.1744186046511628
longitude,-119.78,35,0.1695736434108527
longitude,-122.35,35,0.1695736434108527
longitude,-118.5,35,0.1695736434108527
longitude,-117.33,35,0.1695736434108527
longitude,-117.01,35,0.1695736434108527
longitude,-121.79,34,0.16472868217054262
longitude,-122.36,34,0.16472868217054262
longitude,-119.79,34,0.16472868217054262
longitude,-119.72,34,0.16472868217054262
longitude,-120.45,34,0.16472868217054262
longitude,-121.48,34,0.16472868217054262
longitude,-121.25,34,0.16472868217054262
longitude,-121.26,34,0.16472868217054262
longitude,-117.34,34,0.16472868217054262
longitude,-121.35,34,0.16472868217054262
longitude,-121.24,33,0.15988372093023256
longitude,-119.71,33,0.15988372093023256
longitude,-119.02,33,0.15988372093023256
longitude,-118.51,33,0.15988372093023256
longitude,-121.23,33,0.15988372093023256
longitude,-116.99,33,0.15988372093023256
longitude,-117.78,32,0.15503875968992248
longitude,-117.77,32,0.15503875968992248
longitude,-117.37,32,0.15503875968992248
longitude,-121.77,31,0.1501937984496124
longitude,-121.62,31,0.1501937984496124
longitude,-121.49,31,0.1501937984496124
longitude,-119.03,31,0.1501937984496124
longitude,-119.01,31,0.1501937984496124
longitude,-117.79,31,0.1501937984496124
longitude,-117.35,31,0.1501937984496124
longitude,-117.38,31,0.1501937984496124
longitude,-121.38,31,0.1501937984496124
longitude,-121.0,30,0.14534883720930233
longitude,-122.53,30,0.14534883720930233
longitude,-121.76,29,0.14050387596899225
longitude,-122.38,29,0.14050387596899225
longitude,-119.29,29,0.14050387596899225
longitude,-121.22,29,0.14050387596899225
longitude,-119.8,28,0.13565891472868216
longitude,-119.82,28,0.13565891472868216
longitude,-119.73,28,0.13565891472868216
longitude,-118.54,28,0.13565891472868216
longitude,-117.75,28,0.13565891472868216
longitude,-116.95,28,0.13565891472868216
longitude,-116.98,28,0.13565891472868216
longitude,-121.78,27,0.1308139534883721
longitude,-120.98,27,0.1308139534883721
longitude,-120.43,27,0.1308139534883721
longitude,-121.02,27,0.1308139534883721
longitude,-117.72,27,0.1308139534883721
longitude,-121.39,26,0.12596899224806202
longitude,-120.84,26,0.12596899224806202
longitude,-119.19,26,0.12596899224806202
longitude,-117.73,26,0.12596899224806202
longitude,-117.74,26,0.12596899224806202
longitude,-118.53,26,0.12596899224806202
longitude,-122.37,25,0.12112403100775193
longitude,-122.7,25,0.12112403100775193
longitude,-118.56,25,0.12112403100775193
longitude,-117.62,25,0.12112403100775193
longitude,-117.4,25,0.12112403100775193
longitude,-121.63,24,0.11627906976744186
longitude,-121.5,24,0.11627906976744186
longitude,-121.06,24,0.11627906976744186
longitude,-120.99,24,0.11627906976744186
longitude,-120.44,24,0.11627906976744186
longitude,-119.76,24,0.11627906976744186
longitude,-118.99,24,0.11627906976744186
longitude,-119.27,24,0.11627906976744186
longitude,-121.4,24,0.11627906976744186
longitude,-117.36,24,0.11627906976744186
longitude,-117.41,24,0.11627906976744186
longitude,-120.97,23,0.11143410852713179
longitude,-120.46,23,0.11143410852713179
longitude,-120.85,23,0.11143410852713179
longitude,-119.74,23,0.11143410852713179
longitude,-119.7,23,0.11143410852713179
longitude,-121.2,23,0.11143410852713179
longitude,-116.96,23,0.11143410852713179
longitude,-116.97,23,0.11143410852713179
longitude,-121.75,22,0.1065891472868217
longitude,-119.75,22,0.1065891472868217
longitude,-119.85,22,0.1065891472868217
longitude,-118.98,22,0.1065891472868217
longitude,-119.06,22,0.1065891472868217
longitude,-118.61,22,0.1065891472868217
longitude,-122.69,22,0.1065891472868217
longitude,-122.71,22,0.1065891472868217
longitude,-118.55,22,0.1065891472868217
longitude,-118.58,22,0.1065891472868217
longitude,-122.54,22,0.1065891472868217
longitude,-117.39,22,0.1065891472868217
longitude,-120.66,21,0.10174418604651163
longitude,-121.54,21,0.10174418604651163
longitude,-121.41,21,0.10174418604651163
longitude,-121.7,21,0.10174418604651163
longitude,-121.01,21,0.10174418604651163
longitude,-119.83,21,0.10174418604651163
longitude,-119.05,21,0.10174418604651163
longitude,-119.04,21,0.10174418604651163
longitude,-119.18,21,0.10174418604651163
longitude,-117.61,21,0.10174418604651163
longitude,-122.51,20,0.09689922480620156
longitude,-119.67,20,0.09689922480620156
longitude,-121.03,20,0.09689922480620156
longitude,-117.63,20,0.09689922480620156
longitude,-117.59,20,0.09689922480620156
longitude,-117.43,20,0.09689922480620156
longitude,-117.0,20,0.09689922480620156
longitude,-119.17,20,0.09689922480620156
longitude,-121.51,19,0.09205426356589147
longitude,-121.59,19,0.09205426356589147
longitude,-121.56,19,0.09205426356589147
longitude,-121.04,19,0.09205426356589147
longitude,-120.95,19,0.09205426356589147
longitude,-119.32,19,0.09205426356589147
longitude,-119.25,19,0.09205426356589147
longitude,-122.64,19,0.09205426356589147
longitude,-120.47,19,0.09205426356589147
longitude,-121.74,18,0.0872093023255814
longitude,-121.58,18,0.0872093023255814
longitude,-121.65,18,0.0872093023255814
longitude,-121.64,18,0.0872093023255814
longitude,-121.53,18,0.0872093023255814
longitude,-119.31,18,0.0872093023255814
longitude,-119.08,18,0.0872093023255814
longitude,-118.96,18,0.0872093023255814
longitude,-119.23,18,0.0872093023255814
longitude,-118.59,18,0.0872093023255814
longitude,-122.65,18,0.0872093023255814
longitude,-122.52,18,0.0872093023255814
longitude,-121.21,18,0.0872093023255814
longitude,-117.58,18,0.0872093023255814
longitude,-117.42,18,0.0872093023255814
longitude,-120.65,17,0.08236434108527131
longitude,-120.69,17,0.08236434108527131
longitude,-121.57,17,0.08236434108527131
longitude,-121.52,17,0.08236434108527131
longitude,-121.55,17,0.08236434108527131
longitude,-121.67,17,0.08236434108527131
longitude,-120.96,17,0.08236434108527131
longitude,-119.68,17,0.08236434108527131
longitude,-118.94,17,0.08236434108527131
longitude,-119.34,17,0.08236434108527131
longitude,-122.68,17,0.08236434108527131
longitude,-122.55,17,0.08236434108527131
longitude,-118.57,17,0.08236434108527131
longitude,-122.56,17,0.08236434108527131
longitude,-120.94,17,0.08236434108527131
longitude,-121.18,17,0.08236434108527131
longitude,-117.6,17,0.08236434108527131
longitude,-116.94,17,0.08236434108527131
longitude,-120.87,16,0.07751937984496124
longitude,-121.6,16,0.07751937984496124
longitude,-120.86,16,0.07751937984496124
longitude,-119.84,16,0.07751937984496124
longitude,-119.33,16,0.07751937984496124
longitude,-119.21,16,0.07751937984496124
longitude,-119.0,16,0.07751937984496124
longitude,-118.95,16,0.07751937984496124
longitude,-122.66,16,0.07751937984496124
longitude,-122.62,16,0.07751937984496124
longitude,-122.72,16,0.07751937984496124
longitude,-119.3,16,0.07751937984496124
longitude,-117.44,16,0.07751937984496124
longitude,-117.46,16,0.07751937984496124
longitude,-121.61,15,0.07267441860465117
longitude,-120.93,15,0.07267441860465117
longitude,-121.66,15,0.07267441860465117
longitude,-120.42,15,0.07267441860465117
longitude,-124.16,15,0.07267441860465117
longitude,-120.83,15,0.07267441860465117
longitude,-119.28,15,0.07267441860465117
longitude,-119.45,15,0.07267441860465117
longitude,-118.6,15,0.07267441860465117
longitude,-118.97,15,0.07267441860465117
longitude,-122.73,15,0.07267441860465117
longitude,-122.63,15,0.07267441860465117
longitude,-118.75,15,0.07267441860465117
longitude,-120.48,15,0.07267441860465117
longitude,-121.13,15,0.07267441860465117
longitude,-116.91,15,0.07267441860465117
longitude,-116.92,15,0.07267441860465117
longitude,-116.93,15,0.07267441860465117
longitude,-121.07,14,0.06782945736434108
longitude,-120.08,14,0.06782945736434108
longitude,-119.63,14,0.06782945736434108
longitude,-119.64,14,0.06782945736434108
longitude,-119.57,14,0.06782945736434108
longitude,-119.12,14,0.06782945736434108
longitude,-115.57,14,0.06782945736434108
longitude,-119.09,14,0.06782945736434108
longitude,-119.2,14,0.06782945736434108
longitude,-118.85,14,0.06782945736434108
longitude,-121.14,14,0.06782945736434108
longitude,-117.55,14,0.06782945736434108
longitude,-116.9,14,0.06782945736434108
longitude,-120.79,13,0.06298449612403101
longitude,-121.19,13,0.06298449612403101
longitude,-120.67,13,0.06298449612403101
longitude,-120.41,13,0.06298449612403101
longitude,-124.14,13,0.06298449612403101
longitude,-119.65,13,0.06298449612403101
longitude,-119.35,13,0.06298449612403101
longitude,-118.62,13,0.06298449612403101
longitude,-122.57,13,0.06298449612403101
longitude,-117.48,13,0.06298449612403101
longitude,-116.89,13,0.06298449612403101
longitude,-121.73,12,0.05813953488372093
longitude,-120.59,12,0.05813953488372093
longitude,-120.76,12,0.05813953488372093
longitude,-121.69,12,0.05813953488372093
longitude,-124.17,12,0.05813953488372093
longitude,-119.98,12,0.05813953488372093
longitude,-120.06,12,0.05813953488372093
longitude,-121.09,12,0.05813953488372093
longitude,-121.08,12,0.05813953488372093
longitude,-119.56,12,0.05813953488372093
longitude,-119.55,12,0.05813953488372093
longitude,-118.9,12,0.05813953488372093
longitude,-122.59,12,0.05813953488372093
longitude,-120.64,12,0.05813953488372093
longitude,-118.86,12,0.05813953488372093
longitude,-120.61,12,0.05813953488372093
longitude,-121.05,12,0.05813953488372093
longitude,-117.5,12,0.05813953488372093
longitude,-117.57,12,0.05813953488372093
longitude,-120.62,11,0.05329457364341085
longitude,-121.68,11,0.05329457364341085
longitude,-120.57,11,0.05329457364341085
longitude,-120.02,11,0.05329457364341085
longitude,-120.1,11,0.05329457364341085
longitude,-120.6,11,0.05329457364341085
longitude,-120.35,11,0.05329457364341085
longitude,-122.74,11,0.05329457364341085
longitude,-115.56,11,0.05329457364341085
longitude,-118.92,11,0.05329457364341085
longitude,-118.88,11,0.05329457364341085
longitude,-119.16,11,0.05329457364341085
longitude,-119.26,11,0.05329457364341085
longitude,-119.14,11,0.05329457364341085
longitude,-122.61,11,0.05329457364341085
longitude,-118.63,11,0.05329457364341085
longitude,-122.58,11,0.05329457364341085
longitude,-117.49,11,0.05329457364341085
longitude,-117.53,11,0.05329457364341085
longitude,-122.67,11,0.05329457364341085
longitude,-122.82,11,0.05329457364341085
longitude,-120.71,10,0.04844961240310078
longitude,-121.71,10,0.04844961240310078
longitude,-120.91,10,0.04844961240310078
longitude,-120.37,10,0.04844961240310078
longitude,-120.27,10,0.04844961240310078
longitude,-120.04,10,0.04844961240310078
longitude,-119.87,10,0.04844961240310078
longitude,-119.86,10,0.04844961240310078
longitude,-119.88,10,0.04844961240310078
longitude,-118.91,10,0.04844961240310078
longitude,-115.52,10,0.04844961240310078
longitude,-118.93,10,0.04844961240310078
longitude,-119.1,10,0.04844961240310078
longitude,-119.22,10,0.04844961240310078
longitude,-122.91,10,0.04844961240310078
longitude,-121.11,10,0.04844961240310078
longitude,-120.49,10,0.04844961240310078
longitude,-117.45,10,0.04844961240310078
longitude,-117.47,10,0.04844961240310078
longitude,-117.56,10,0.04844961240310078
longitude,-116.88,10,0.04844961240310078
longitude,-116.86,10,0.04844961240310078
longitude,-120.55,9,0.0436046511627907
longitude,-120.25,9,0.0436046511627907
longitude,-120.88,9,0.0436046511627907
longitude,-120.9,9,0.0436046511627907
longitude,-124.15,9,0.0436046511627907
longitude,-120.92,9,0.0436046511627907
longitude,-120.7,9,0.0436046511627907
longitude,-120.63,9,0.0436046511627907
longitude,-120.07,9,0.0436046511627907
longitude,-119.61,9,0.0436046511627907
longitude,-120.38,9,0.0436046511627907
longitude,-124.09,9,0.0436046511627907
longitude,-119.07,9,0.0436046511627907
longitude,-118.83,9,0.0436046511627907
longitude,-119.66,9,0.0436046511627907
longitude,-118.7,9,0.0436046511627907
longitude,-123.21,9,0.0436046511627907
longitude,-120.89,9,0.0436046511627907
longitude,-120.4,9,0.0436046511627907
longitude,-121.16,9,0.0436046511627907
longitude,-121.1,9,0.0436046511627907
longitude,-121.15,9,0.0436046511627907
longitude,-117.51,9,0.0436046511627907
longitude,-120.0,8,0.03875968992248062
longitude,-120.72,8,0.03875968992248062
longitude,-120.19,8,0.03875968992248062
longitude,-120.01,8,0.03875968992248062
longitude,-120.81,8,0.03875968992248062
longitude,-119.53,8,0.03875968992248062
longitude,-119.59,8,0.03875968992248062
longitude,-119.46,8,0.03875968992248062
longitude,-119.44,8,0.03875968992248062
longitude,-120.09,8,0.03875968992248062
longitude,-120.51,8,0.03875968992248062
longitude,-124.1,8,0.03875968992248062
longitude,-118.87,8,0.03875968992248062
longitude,-119.15,8,0.03875968992248062
longitude,-122.87,8,0.03875968992248062
longitude,-122.86,8,0.03875968992248062
longitude,-122.83,8,0.03875968992248062
longitude,-122.79,8,0.03875968992248062
longitude,-122.6,8,0.03875968992248062
longitude,-122.75,8,0.03875968992248062
longitude,-118.64,8,0.03875968992248062
longitude,-118.74,8,0.03875968992248062
longitude,-120.68,8,0.03875968992248062
longitude,-120.82,8,0.03875968992248062
longitude,-121.12,8,0.03875968992248062
longitude,-116.87,8,0.03875968992248062
longitude,-122.76,8,0.03875968992248062
longitude,-121.72,7,0.03391472868217054
longitude,-120.8,7,0.03391472868217054
longitude,-119.95,7,0.03391472868217054
longitude,-119.99,7,0.03391472868217054
longitude,-120.5,7,0.03391472868217054
longitude,-119.89,7,0.03391472868217054
longitude,-120.05,7,0.03391472868217054
longitude,-119.4,7,0.03391472868217054
longitude,-119.24,7,0.03391472868217054
longitude,-124.08,7,0.03391472868217054
longitude,-115.55,7,0.03391472868217054
longitude,-119.11,7,0.03391472868217054
longitude,-119.38,7,0.03391472868217054
longitude,-118.66,7,0.03391472868217054
longitude,-122.89,7,0.03391472868217054
longitude,-122.78,7,0.03391472868217054
longitude,-120.2,7,0.03391472868217054
longitude,-118.65,7,0.03391472868217054
longitude,-118.68,7,0.03391472868217054
longitude,-123.22,7,0.03391472868217054
longitude,-121.17,7,0.03391472868217054
longitude,-118.77,7,0.03391472868217054
longitude,-120.56,6,0.029069767441860465
longitude,-120.54,6,0.029069767441860465
longitude,-120.16,6,0.029069767441860465
longitude,-120.3,6,0.029069767441860465
longitude,-120.58,6,0.029069767441860465
longitude,-119.6,6,0.029069767441860465
longitude,-120.31,6,0.029069767441860465
longitude,-120.18,6,0.029069767441860465
longitude,-120.39,6,0.029069767441860465
longitude,-124.18,6,0.029069767441860465
longitude,-124.13,6,0.029069767441860465
longitude,-115.54,6,0.029069767441860465
longitude,-116.22,6,0.029069767441860465
longitude,-119.36,6,0.029069767441860465
longitude,-120.12,6,0.029069767441860465
longitude,-122.94,6,0.029069767441860465
longitude,-122.85,6,0.029069767441860465
longitude,-122.84,6,0.029069767441860465
longitude,-118.84,6,0.029069767441860465
longitude,-120.15,6,0.029069767441860465
longitude,-120.24,6,0.029069767441860465
longitude,-117.52,6,0.029069767441860465
longitude,-117.54,6,0.029069767441860465
longitude,-116.48,6,0.029069767441860465
longitude,-116.57,6,0.029069767441860465
longitude,-116.76,6,0.029069767441860465
longitude,-116.51,6,0.029069767441860465
longitude,-116.52,6,0.029069767441860465
longitude,-116.47,6,0.029069767441860465
longitude,-116.54,6,0.029069767441860465
longitude,-116.31,6,0.029069767441860465
longitude,-118.71,6,0.029069767441860465
longitude,-119.93,5,0.02422480620155039
longitude,-120.77,5,0.02422480620155039
longitude,-120.33,5,0.02422480620155039
longitude,-119.96,5,0.02422480620155039
longitude,-120.13,5,0.02422480620155039
longitude,-119.9,5,0.02422480620155039
longitude,-119.58,5,0.02422480620155039
longitude,-119.54,5,0.02422480620155039
longitude,-119.52,5,0.02422480620155039
longitude,-119.39,5,0.02422480620155039
longitude,-119.48,5,0.02422480620155039
longitude,-119.62,5,0.02422480620155039
longitude,-124.11,5,0.02422480620155039
longitude,-115.53,5,0.02422480620155039
longitude,-115.49,5,0.02422480620155039
longitude,-115.58,5,0.02422480620155039
longitude,-118.82,5,0.02422480620155039
longitude,-120.14,5,0.02422480620155039
longitude,-122.9,5,0.02422480620155039
longitude,-122.92,5,0.02422480620155039
longitude,-118.67,5,0.02422480620155039
longitude,-118.72,5,0.02422480620155039
longitude,-118.78,5,0.02422480620155039
longitude,-118.8,5,0.02422480620155039
longitude,-119.51,5,0.02422480620155039
longitude,-120.26,5,0.02422480620155039
longitude,-120.11,5,0.02422480620155039
longitude,-122.81,5,0.02422480620155039
longitude,-123.2,5,0.02422480620155039
longitude,-120.23,5,0.02422480620155039
longitude,-116.44,5,0.02422480620155039
longitude,-116.53,5,0.02422480620155039
longitude,-116.5,5,0.02422480620155039
longitude,-116.38,5,0.02422480620155039
longitude,-116.21,5,0.02422480620155039
longitude,-116.85,5,0.02422480620155039
longitude,-116.84,5,0.02422480620155039
longitude,-123.02,5,0.02422480620155039
longitude,-119.37,5,0.02422480620155039
longitude,-118.73,5,0.02422480620155039
longitude,-120.36,4,0.01937984496124031
longitude,-124.19,4,0.01937984496124031
longitude,-119.94,4,0.01937984496124031
longitude,-119.97,4,0.01937984496124031
longitude,-120.32,4,0.01937984496124031
longitude,-119.5,4,0.01937984496124031
longitude,-119.47,4,0.01937984496124031
longitude,-119.43,4,0.01937984496124031
longitude,-120.22,4,0.01937984496124031
longitude,-115.51,4,0.01937984496124031
longitude,-115.73,4,0.01937984496124031
longitude,-115.59,4,0.01937984496124031
longitude,-115.37,4,0.01937984496124031
longitude,-119.13,4,0.01937984496124031
longitude,-119.42,4,0.01937984496124031
longitude,-122.95,4,0.01937984496124031
longitude,-122.8,4,0.01937984496124031
longitude,-122.77,4,0.01937984496124031
longitude,-118.76,4,0.01937984496124031
longitude,-120.29,4,0.01937984496124031
longitude,-122.93,4,0.01937984496124031
longitude,-123.79,4,0.01937984496124031
longitude,-123.8,4,0.01937984496124031
longitude,-123.36,4,0.01937984496124031
longitude,-123.1,4,0.01937984496124031
longitude,-120.74,4,0.01937984496124031
longitude,-116.42,4,0.01937984496124031
longitude,-116.39,4,0.01937984496124031
longitude,-116.46,4,0.01937984496124031
longitude,-116.43,4,0.01937984496124031
longitude,-116.37,4,0.01937984496124031
longitude,-116.29,4,0.01937984496124031
longitude,-116.25,4,0.01937984496124031
longitude,-116.24,4,0.01937984496124031
longitude,-123.01,4,0.01937984496124031
longitude,-118.89,4,0.01937984496124031
longitude,-124.23,3,0.014534883720930232
longitude,-124.21,3,0.014534883720930232
longitude,-119.92,3,0.014534883720930232
longitude,-120.78,3,0.014534883720930232
longitude,-120.21,3,0.014534883720930232
longitude,-119.91,3,0.014534883720930232
longitude,-119.49,3,0.014534883720930232
longitude,-124.06,3,0.014534883720930232
longitude,-124.05,3,0.014534883720930232
longitude,-124.07,3,0.014534883720930232
longitude,-123.85,3,0.014534883720930232
longitude,-123.73,3,0.014534883720930232
longitude,-123.84,3,0.014534883720930232
longitude,-115.6,3,0.014534883720930232
longitude,-115.5,3,0.014534883720930232
longitude,-116.0,3,0.014534883720930232
longitude,-114.65,3,0.014534883720930232
longitude,-122.88,3,0.014534883720930232
longitude,-118.69,3,0.014534883720930232
longitude,-118.79,3,0.014534883720930232
longitude,-122.96,3,0.014534883720930232
longitude,-123.15,3,0.014534883720930232
longitude,-123.23,3,0.014534883720930232
longitude,-123.34,3,0.014534883720930232
longitude,-123.35,3,0.014534883720930232
longitude,-123.18,3,0.014534883720930232
longitude,-123.19,3,0.014534883720930232
longitude,-123.17,3,0.014534883720930232
longitude,-120.75,3,0.014534883720930232
longitude,-120.73,3,0.014534883720930232
longitude,-120.17,3,0.014534883720930232
longitude,-116.79,3,0.014534883720930232
longitude,-116.77,3,0.014534883720930232
longitude,-116.75,3,0.014534883720930232
longitude,-116.8,3,0.014534883720930232
longitude,-116.56,3,0.014534883720930232
longitude,-116.45,3,0.014534883720930232
longitude,-116.4,3,0.014534883720930232
longitude,-116.33,3,0.014534883720930232
longitude,-116.26,3,0.014534883720930232
longitude,-116.23,3,0.014534883720930232
longitude,-116.2,3,0.014534883720930232
longitude,-116.15,3,0.014534883720930232
longitude,-116.17,3,0.014534883720930232
longitude,-114.57,3,0.014534883720930232
longitude,-114.61,3,0.014534883720930232
longitude,-114.6,3,0.014534883720930232
longitude,-116.32,3,0.014534883720930232
longitude,-116.83,3,0.014534883720930232
longitude,-123.41,3,0.014534883720930232
